Protocol name;Instrument;Parameter;Level;Date;Value;Target;SD;Status;Message;User comment;User;Sample ID
AU 3 Multichem;AU3;GLU;2;01/30/2017 17:08:11;6.770;6.8;0.2;Accepted;;;;T2
AU 3 Multichem;AU3;IGA;2;01/30/2017 17:08:11;2.300;2.28;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;IGM;2;01/30/2017 17:08:11;0.930;0.92;0.05;Accepted;;;;T2
AU 3 Multichem;AU3;K;2;01/30/2017 17:08:11;3.79;3.8;0.15;Accepted;;;;T2
AU 3 Multichem;AU3;NA;2;01/30/2017 17:08:11;141.0;141;2;Accepted;;;;T2
AU 3 Multichem;AU3;TBIL;2;01/30/2017 17:08:11;50.00;50;3;Accepted;;;;T2
AU 3 Multichem;AU3;TP;2;01/30/2017 17:08:11;66.0;65;2;Accepted;;;;T2
AU 3 Multichem;AU3;TRIG;2;01/30/2017 17:08:11;1.780;1.7;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;URATE;2;01/30/2017 17:08:11;354.0;347;10;Accepted;;;;T2
AU 3 Multichem;AU3;ALB;2;01/30/2017 17:08:06;43.4;43.5;2;Accepted;;;;T2
AU 3 Multichem;AU3;ALP;2;01/30/2017 17:08:06;223.0;220;10;Accepted;;;;T2
AU 3 Multichem;AU3;ALT;2;01/30/2017 17:08:06;112;110;5;Accepted;;;;T2
AU 3 Multichem;AU3;AMY;2;01/30/2017 17:08:06;120.0;117;5;Accepted;;;;T2
AU 3 Multichem;AU3;AST;2;01/30/2017 17:08:06;131.5;133;5;Accepted;;;;T2
AU 3 Multichem;AU3;C3;2;01/30/2017 17:08:06;1.350;1.35;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;CK;2;01/30/2017 17:08:06;246.0;244;10;Accepted;;;;T2
AU 3 Multichem;AU3;CL;2;01/30/2017 17:08:06;93.00;91.8;2.5;Accepted;;;;T2
AU 3 Multichem;AU3;CRP;2;01/30/2017 17:08:06;10.10;10.1;0.25;Accepted;;;;T2
AU 3 Multichem;AU3;GGT;2;01/30/2017 17:08:06;78.60;77;3;Accepted;;;;T2
AU 3 Multichem;AU3;HDL;2;01/30/2017 17:08:06;1.060;1.1;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;IGG;2;01/30/2017 17:08:06;10.17;10.5;1;Accepted;;;;T2
AU 3 Multichem;AU3;K;2;01/30/2017 17:08:06;3.81;3.8;0.15;Accepted;;;;T2
AU 3 Multichem;AU3;LACT;2;01/30/2017 17:08:06;1.800;1.85;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;MG;2;01/30/2017 17:08:06;1.230;1.22;0.05;Accepted;;;;T2
AU 3 Multichem;AU3;NA;2;01/30/2017 17:08:06;142.0;141;2;Accepted;;;;T2
AU 3 Multichem;AU3;PARA;2;01/30/2017 17:08:06;75.00;76.5;2;Accepted;;;;T2
AU 3 Multichem;AU3;PO4;2;01/30/2017 17:08:06;1.31;1.3;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;SALIC;2;01/30/2017 17:08:06;143.4;136;10;Accepted;;;;T2
AU 3 Multichem;AU3;UREA;2;01/30/2017 17:08:06;14.05;13.8;0.5;Accepted;;;;T2
AU 3 Multichem;AU3;IGM;3;01/30/2017 12:04:26;1.200;1.21;0.05;Accepted;;;;T3
AU 3 Multichem;AU3;TBIL;3;01/30/2017 12:04:26;92.00;93.2;5;Accepted;;;;T3
AU 3 Multichem;AU3;TRIG;3;01/30/2017 12:04:26;3.090;2.9;0.1;Accepted;4-1S fails (across runs) because results 3.090, 3.130, 3.040, and 3.060 are on the same side of the target and out of 1 SD (Target=2.900, SD=0.100);;;T3
AU 3 Multichem;AU3;PO4;3;01/30/2017 12:04:21;2.410;2.38;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;IGM;2;01/30/2017 12:04:20;0.910;0.92;0.05;Accepted;;;;T2
AU 3 Multichem;AU3;TBIL;2;01/30/2017 12:04:20;50.00;50;3;Accepted;;;;T2
AU 3 Multichem;AU3;TRIG;2;01/30/2017 12:04:20;1.770;1.7;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;IGM;1;01/30/2017 12:04:15;0.6100;0.59;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;PO4;2;01/30/2017 12:04:15;1.35;1.3;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;TBIL;1;01/30/2017 12:04:15;16.00;16.12;1;Accepted;;;;T1
AU 3 Multichem;AU3;TRIG;1;01/30/2017 12:04:15;0.610;0.6;0.15;Accepted;;;;T1
AU 3 Multichem;AU3;PO4;1;01/30/2017 12:04:10;0.770;0.72;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;ALC;3;01/30/2017 11:40:27;1906.0;1925;100;Accepted;;;;T3
AU 3 Multichem;AU3;BICARB;3;01/30/2017 11:40:27;33.00;34.4;5;Accepted;;;;T3
AU 3 Multichem;AU3;C4;3;01/30/2017 11:40:27;0.350;0.38;0.02;Accepted;;;;T3
AU 3 Multichem;AU3;CA;3;01/30/2017 11:40:27;3.170;3.14;0.15;Accepted;;;;T3
AU 3 Multichem;AU3;CHOL;3;01/30/2017 11:40:27;6.910;6.84;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;CL;3;01/30/2017 11:40:27;110.0;106.5;3;Accepted;;;;T3
AU 3 Multichem;AU3;CREAT;3;01/30/2017 11:40:27;479;469;20;Accepted;;;;T3
AU 3 Multichem;AU3;DBIL;3;01/30/2017 11:40:27;25.30;29;2;Accepted;;;;T3
AU 3 Multichem;AU3;GLU;3;01/30/2017 11:40:27;16.37;16.4;0.5;Accepted;;;;T3
AU 3 Multichem;AU3;IGA;3;01/30/2017 11:40:27;2.970;2.9;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;IGM;3;01/30/2017 11:40:27;1.210;1.21;0.05;Accepted;;;;T3
AU 3 Multichem;AU3;K;3;01/30/2017 11:40:27;6.660;6.67;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/30/2017 11:40:27;157.0;156;4;Accepted;;;;T3
AU 3 Multichem;AU3;TBIL;3;01/30/2017 11:40:27;88.00;93.2;5;Accepted;;;;T3
AU 3 Multichem;AU3;TP;3;01/30/2017 11:40:27;86.78;86;2;Accepted;;;;T3
AU 3 Multichem;AU3;TRIG;3;01/30/2017 11:40:27;3.130;2.9;0.1;Accepted;4-1S fails (across runs) because results 3.130, 3.040, 3.060, and 3.020 are on the same side of the target and out of 1 SD (Target=2.900, SD=0.100);;;T3
AU 3 Multichem;AU3;URATE;3;01/30/2017 11:40:27;481.0;463;15;Accepted;;;;T3
AU 3 Multichem;AU3;ALB;3;01/30/2017 11:40:22;55.40;54.9;2;Accepted;;;;T3
AU 3 Multichem;AU3;ALP;3;01/30/2017 11:40:22;480.0;475;20;Accepted;;;;T3
AU 3 Multichem;AU3;ALT;3;01/30/2017 11:40:22;235.1;229;10;Accepted;;;;T3
AU 3 Multichem;AU3;AMY;3;01/30/2017 11:40:22;325.0;312;15;Accepted;;;;T3
AU 3 Multichem;AU3;AST;3;01/30/2017 11:40:22;261.7;269;10;Accepted;;;;T3
AU 3 Multichem;AU3;C3;3;01/30/2017 11:40:22;2.070;2.1;0.15;Accepted;;;;T3
AU 3 Multichem;AU3;CK;3;01/30/2017 11:40:22;437.0;442;15;Accepted;;;;T3
AU 3 Multichem;AU3;CL;3;01/30/2017 11:40:22;106.0;106.5;3;Accepted;;;;T3
AU 3 Multichem;AU3;CRP;3;01/30/2017 11:40:22;29.60;29.5;1;Accepted;;;;T3
AU 3 Multichem;AU3;GGT;3;01/30/2017 11:40:22;148.8;147;5;Accepted;;;;T3
AU 3 Multichem;AU3;HDL;3;01/30/2017 11:40:22;1.610;1.61;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;IGG;3;01/30/2017 11:40:22;12.85;13.4;1;Accepted;;;;T3
AU 3 Multichem;AU3;K;3;01/30/2017 11:40:22;6.640;6.67;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;LACT;3;01/30/2017 11:40:22;4.240;4.2;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;MG;3;01/30/2017 11:40:22;1.840;1.82;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/30/2017 11:40:22;156.0;156;4;Accepted;;;;T3
AU 3 Multichem;AU3;PARA;3;01/30/2017 11:40:22;205.0;207;5;Accepted;;;;T3
AU 3 Multichem;AU3;PO4;3;01/30/2017 11:40:22;2.420;2.38;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;SALIC;3;01/30/2017 11:40:22;383.0;365;15;Accepted;;;;T3
AU 3 Multichem;AU3;UREA;3;01/30/2017 11:40:22;22.37;22;1;Accepted;;;;T3
AU 3 Multichem;AU3;ALC;2;01/30/2017 11:40:21;711.0;703;30;Accepted;;;;T2
AU 3 Multichem;AU3;BICARB;2;01/30/2017 11:40:21;23.00;23.5;4;Accepted;;;;T2
AU 3 Multichem;AU3;C4;2;01/30/2017 11:40:21;0.260;0.27;0.02;Accepted;;;;T2
AU 3 Multichem;AU3;CA;2;01/30/2017 11:40:21;2.460;2.4;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;CHOL;2;01/30/2017 11:40:21;4.010;3.94;0.15;Accepted;;;;T2
AU 3 Multichem;AU3;CL;2;01/30/2017 11:40:21;94.00;91.8;2.5;Accepted;;;;T2
AU 3 Multichem;AU3;CREAT;2;01/30/2017 11:40:21;168.0;164.5;5;Accepted;;;;T2
AU 3 Multichem;AU3;DBIL;2;01/30/2017 11:40:21;15.30;15.9;1;Accepted;;;;T2
AU 3 Multichem;AU3;GLU;2;01/30/2017 11:40:21;6.950;6.8;0.2;Accepted;;;;T2
AU 3 Multichem;AU3;IGA;2;01/30/2017 11:40:21;2.240;2.28;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;IGM;2;01/30/2017 11:40:21;0.940;0.92;0.05;Accepted;;;;T2
AU 3 Multichem;AU3;K;2;01/30/2017 11:40:21;3.82;3.8;0.15;Accepted;;;;T2
AU 3 Multichem;AU3;NA;2;01/30/2017 11:40:21;143.0;141;2;Accepted;;;;T2
AU 3 Multichem;AU3;TBIL;2;01/30/2017 11:40:21;50.00;50;3;Accepted;;;;T2
AU 3 Multichem;AU3;TP;2;01/30/2017 11:40:21;65.3;65;2;Accepted;;;;T2
AU 3 Multichem;AU3;TRIG;2;01/30/2017 11:40:21;1.750;1.7;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;URATE;2;01/30/2017 11:40:21;356.0;347;10;Accepted;;;;T2
AU 3 Multichem;AU3;ALB;2;01/30/2017 11:40:16;44.0;43.5;2;Accepted;;;;T2
AU 3 Multichem;AU3;ALP;2;01/30/2017 11:40:16;223.0;220;10;Accepted;;;;T2
AU 3 Multichem;AU3;ALT;2;01/30/2017 11:40:16;112;110;5;Accepted;;;;T2
AU 3 Multichem;AU3;AMY;2;01/30/2017 11:40:16;118.0;117;5;Accepted;;;;T2
AU 3 Multichem;AU3;AST;2;01/30/2017 11:40:16;128.6;133;5;Accepted;;;;T2
AU 3 Multichem;AU3;C3;2;01/30/2017 11:40:16;1.360;1.35;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;CK;2;01/30/2017 11:40:16;246.0;244;10;Accepted;;;;T2
AU 3 Multichem;AU3;CL;2;01/30/2017 11:40:16;94.00;91.8;2.5;Accepted;;;;T2
AU 3 Multichem;AU3;CRP;2;01/30/2017 11:40:16;10.10;10.1;0.25;Accepted;;;;T2
AU 3 Multichem;AU3;GGT;2;01/30/2017 11:40:16;77.60;77;3;Accepted;;;;T2
AU 3 Multichem;AU3;HDL;2;01/30/2017 11:40:16;1.080;1.1;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;IGG;2;01/30/2017 11:40:16;10.16;10.5;1;Accepted;;;;T2
AU 3 Multichem;AU3;K;2;01/30/2017 11:40:16;3.85;3.8;0.15;Accepted;;;;T2
AU 3 Multichem;AU3;LACT;2;01/30/2017 11:40:16;1.840;1.85;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;MG;2;01/30/2017 11:40:16;1.230;1.22;0.05;Accepted;;;;T2
AU 3 Multichem;AU3;NA;2;01/30/2017 11:40:16;144.0;141;2;Accepted;;;;T2
AU 3 Multichem;AU3;PARA;2;01/30/2017 11:40:16;76.00;76.5;2;Accepted;;;;T2
AU 3 Multichem;AU3;PO4;2;01/30/2017 11:40:16;1.36;1.3;0.1;Accepted;;;;T2
AU 3 Multichem;AU3;SALIC;2;01/30/2017 11:40:16;131.1;136;10;Accepted;;;;T2
AU 3 Multichem;AU3;UREA;2;01/30/2017 11:40:16;14.22;13.8;0.5;Accepted;;;;T2
AU 3 Multichem;AU3;ALC;1;01/30/2017 11:40:15;352.0;352.6;15;Accepted;;;;T1
AU 3 Multichem;AU3;BICARB;1;01/30/2017 11:40:15;17.00;17.2;2;Accepted;;;;T1
AU 3 Multichem;AU3;C4;1;01/30/2017 11:40:15;0.170;0.18;0.01;Accepted;;;;T1
AU 3 Multichem;AU3;CA;1;01/30/2017 11:40:15;1.59;1.58;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;CHOL;1;01/30/2017 11:40:15;2.520;2.52;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/30/2017 11:40:15;82.0;80.8;3;Accepted;;;;T1
AU 3 Multichem;AU3;CREAT;1;01/30/2017 11:40:15;53.00;53.6;3;Accepted;;;;T1
AU 3 Multichem;AU3;DBIL;1;01/30/2017 11:40:15;5.200;5.59;0.5;Accepted;;;;T1
AU 3 Multichem;AU3;GLU;1;01/30/2017 11:40:15;2.68;2.64;0.15;Accepted;;;;T1
AU 3 Multichem;AU3;IGA;1;01/30/2017 11:40:15;1.600;1.58;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;IGM;1;01/30/2017 11:40:15;0.6300;0.59;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/30/2017 11:40:15;2.590;2.58;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/30/2017 11:40:15;118.0;117.6;2;Accepted;;;;T1
AU 3 Multichem;AU3;TBIL;1;01/30/2017 11:40:15;16.00;16.12;1;Accepted;;;;T1
AU 3 Multichem;AU3;TP;1;01/30/2017 11:40:15;44.68;44.03;1;Accepted;;;;T1
AU 3 Multichem;AU3;TRIG;1;01/30/2017 11:40:15;0.620;0.6;0.15;Accepted;;;;T1
AU 3 Multichem;AU3;URATE;1;01/30/2017 11:40:15;138.0;138.5;5;Accepted;;;;T1
AU 3 Multichem;AU3;ALB;1;01/30/2017 11:40:10;29.00;28.98;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;ALP;1;01/30/2017 11:40:10;64.00;67.18;5;Accepted;;;;T1
AU 3 Multichem;AU3;ALT;1;01/30/2017 11:40:10;24.30;25.72;2;Accepted;;;;T1
AU 3 Multichem;AU3;AMY;1;01/30/2017 11:40:10;41.00;39.27;2;Accepted;;;;T1
AU 3 Multichem;AU3;AST;1;01/30/2017 11:40:10;41.45;41.97;2;Accepted;;;;T1
AU 3 Multichem;AU3;C3;1;01/30/2017 11:40:10;0.920;0.9;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;CK;1;01/30/2017 11:40:10;57.00;56.39;5;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/30/2017 11:40:10;81.0;80.8;3;Accepted;;;;T1
AU 3 Multichem;AU3;CRP;1;01/30/2017 11:40:10;3.400;3.53;0.24;Accepted;;;;T1
AU 3 Multichem;AU3;GGT;1;01/30/2017 11:40:10;23.8;24.2;1;Accepted;;;;T1
AU 3 Multichem;AU3;HDL;1;01/30/2017 11:40:10;0.72;0.72;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;IGG;1;01/30/2017 11:40:10;6.970;6.87;0.5;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/30/2017 11:40:10;2.620;2.58;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;LACT;1;01/30/2017 11:40:10;0.790;0.78;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;MG;1;01/30/2017 11:40:10;0.590;0.6;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/30/2017 11:40:10;119.0;117.6;2;Accepted;;;;T1
AU 3 Multichem;AU3;PARA;1;01/30/2017 11:40:10;16.00;16.15;1;Accepted;;;;T1
AU 3 Multichem;AU3;PO4;1;01/30/2017 11:40:10;0.790;0.72;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;SALIC;1;01/30/2017 11:40:10;79.6;79;8;Accepted;;;;T1
AU 3 Multichem;AU3;UREA;1;01/30/2017 11:40:10;3.00;3.19;0.2;Accepted;;;;T1
AU 3 Multichem;AU3;ALC;1;01/30/2017 03:07:43;368.0;352.6;15;Accepted;;;;T1
AU 3 Multichem;AU3;BICARB;1;01/30/2017 03:07:43;18.00;17.2;2;Accepted;;;;T1
AU 3 Multichem;AU3;C4;1;01/30/2017 03:07:43;0.180;0.18;0.01;Accepted;;;;T1
AU 3 Multichem;AU3;CA;1;01/30/2017 03:07:43;1.65;1.58;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;CHOL;1;01/30/2017 03:07:43;2.550;2.52;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/30/2017 03:07:43;82.0;80.8;3;Accepted;;;;T1
AU 3 Multichem;AU3;CREAT;1;01/30/2017 03:07:43;57.00;53.6;3;Accepted;;;;T1
AU 3 Multichem;AU3;DBIL;1;01/30/2017 03:07:43;5.200;5.59;0.5;Accepted;;;;T1
AU 3 Multichem;AU3;GLU;1;01/30/2017 03:07:43;2.70;2.64;0.15;Accepted;;;;T1
AU 3 Multichem;AU3;IGA;1;01/30/2017 03:07:43;1.590;1.58;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;IGM;1;01/30/2017 03:07:43;0.6000;0.59;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/30/2017 03:07:43;2.610;2.58;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/30/2017 03:07:43;118.0;117.6;2;Accepted;;;;T1
AU 3 Multichem;AU3;TBIL;1;01/30/2017 03:07:43;16.00;16.12;1;Accepted;;;;T1
AU 3 Multichem;AU3;TP;1;01/30/2017 03:07:43;44.01;44.03;1;Accepted;;;;T1
AU 3 Multichem;AU3;TRIG;1;01/30/2017 03:07:43;0.630;0.6;0.15;Accepted;;;;T1
AU 3 Multichem;AU3;URATE;1;01/30/2017 03:07:43;141.0;138.5;5;Accepted;;;;T1
AU 3 Multichem;AU3;ALB;1;01/30/2017 03:07:38;28.10;28.98;1.5;Accepted;;;;T1
AU 3 Multichem;AU3;ALP;1;01/30/2017 03:07:38;65.00;67.18;5;Accepted;;;;T1
AU 3 Multichem;AU3;ALT;1;01/30/2017 03:07:38;25.10;25.72;2;Accepted;;;;T1
AU 3 Multichem;AU3;AMY;1;01/30/2017 03:07:38;41.00;39.27;2;Accepted;;;;T1
AU 3 Multichem;AU3;AST;1;01/30/2017 03:07:38;41.57;41.97;2;Accepted;;;;T1
AU 3 Multichem;AU3;C3;1;01/30/2017 03:07:38;0.900;0.9;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;CK;1;01/30/2017 03:07:38;58.00;56.39;5;Accepted;;;;T1
AU 3 Multichem;AU3;CL;1;01/30/2017 03:07:38;81.0;80.8;3;Accepted;;;;T1
AU 3 Multichem;AU3;CRP;1;01/30/2017 03:07:38;3.400;3.53;0.24;Accepted;;;;T1
AU 3 Multichem;AU3;GGT;1;01/30/2017 03:07:38;25.1;24.2;1;Accepted;;;;T1
AU 3 Multichem;AU3;HDL;1;01/30/2017 03:07:38;0.71;0.72;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;IGG;1;01/30/2017 03:07:38;6.950;6.87;0.5;Accepted;;;;T1
AU 3 Multichem;AU3;K;1;01/30/2017 03:07:38;2.560;2.58;0.1;Accepted;;;;T1
AU 3 Multichem;AU3;LACT;1;01/30/2017 03:07:38;0.790;0.78;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;MG;1;01/30/2017 03:07:38;0.590;0.6;0.02;Accepted;;;;T1
AU 3 Multichem;AU3;NA;1;01/30/2017 03:07:38;117.0;117.6;2;Accepted;;;;T1
AU 3 Multichem;AU3;PARA;1;01/30/2017 03:07:38;16.00;16.15;1;Accepted;;;;T1
AU 3 Multichem;AU3;PO4;1;01/30/2017 03:07:38;0.760;0.72;0.05;Accepted;;;;T1
AU 3 Multichem;AU3;SALIC;1;01/30/2017 03:07:38;85.9;79;8;Accepted;;;;T1
AU 3 Multichem;AU3;UREA;1;01/30/2017 03:07:38;3.31;3.19;0.2;Accepted;;;;T1
AU 3 Multichem;AU3;ALC;3;01/29/2017 20:08:29;2034.0;1925;100;Accepted;;;;T3
AU 3 Multichem;AU3;BICARB;3;01/29/2017 20:08:29;38.00;34.4;5;Accepted;;;;T3
AU 3 Multichem;AU3;C4;3;01/29/2017 20:08:29;0.360;0.38;0.02;Accepted;;;;T3
AU 3 Multichem;AU3;CA;3;01/29/2017 20:08:29;3.180;3.14;0.15;Accepted;;;;T3
AU 3 Multichem;AU3;CHOL;3;01/29/2017 20:08:29;6.880;6.84;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;CL;3;01/29/2017 20:08:29;109.0;106.5;3;Accepted;;;;T3
AU 3 Multichem;AU3;CREAT;3;01/29/2017 20:08:29;479;469;20;Accepted;;;;T3
AU 3 Multichem;AU3;DBIL;3;01/29/2017 20:08:29;28.10;29;2;Accepted;;;;T3
AU 3 Multichem;AU3;GLU;3;01/29/2017 20:08:29;16.29;16.4;0.5;Accepted;;;;T3
AU 3 Multichem;AU3;IGA;3;01/29/2017 20:08:29;2.930;2.9;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;IGM;3;01/29/2017 20:08:29;1.210;1.21;0.05;Accepted;;;;T3
AU 3 Multichem;AU3;K;3;01/29/2017 20:08:29;6.570;6.67;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/29/2017 20:08:29;155.0;156;4;Accepted;;;;T3
AU 3 Multichem;AU3;TBIL;3;01/29/2017 20:08:29;90.00;93.2;5;Accepted;;;;T3
AU 3 Multichem;AU3;TP;3;01/29/2017 20:08:29;86.68;86;2;Accepted;;;;T3
AU 3 Multichem;AU3;TRIG;3;01/29/2017 20:08:29;3.040;2.9;0.1;Accepted;4-1S fails (across runs) because results 3.040, 3.060, 3.020, and 3.030 are on the same side of the target and out of 1 SD (Target=2.900, SD=0.100);;;T3
AU 3 Multichem;AU3;URATE;3;01/29/2017 20:08:29;464.0;463;15;Accepted;;;;T3
AU 3 Multichem;AU3;ALB;3;01/29/2017 20:08:24;56.20;54.9;2;Accepted;;;;T3
AU 3 Multichem;AU3;ALP;3;01/29/2017 20:08:24;471.0;475;20;Accepted;;;;T3
AU 3 Multichem;AU3;ALT;3;01/29/2017 20:08:24;239.3;229;10;Accepted;;;;T3
AU 3 Multichem;AU3;AMY;3;01/29/2017 20:08:24;321.0;312;15;Accepted;;;;T3
AU 3 Multichem;AU3;AST;3;01/29/2017 20:08:24;272.9;269;10;Accepted;;;;T3
AU 3 Multichem;AU3;C3;3;01/29/2017 20:08:24;2.080;2.1;0.15;Accepted;;;;T3
AU 3 Multichem;AU3;CK;3;01/29/2017 20:08:24;454.0;442;15;Accepted;;;;T3
AU 3 Multichem;AU3;CL;3;01/29/2017 20:08:24;106.0;106.5;3;Accepted;;;;T3
AU 3 Multichem;AU3;CRP;3;01/29/2017 20:08:24;28.70;29.5;1;Accepted;;;;T3
AU 3 Multichem;AU3;GGT;3;01/29/2017 20:08:24;148.9;147;5;Accepted;;;;T3
AU 3 Multichem;AU3;HDL;3;01/29/2017 20:08:24;1.660;1.61;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;IGG;3;01/29/2017 20:08:24;13.40;13.4;1;Accepted;;;;T3
AU 3 Multichem;AU3;K;3;01/29/2017 20:08:24;6.700;6.67;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;LACT;3;01/29/2017 20:08:24;4.210;4.2;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;MG;3;01/29/2017 20:08:24;1.850;1.82;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/29/2017 20:08:24;156.0;156;4;Accepted;;;;T3
AU 3 Multichem;AU3;PARA;3;01/29/2017 20:08:24;204.0;207;5;Accepted;;;;T3
AU 3 Multichem;AU3;PO4;3;01/29/2017 20:08:24;2.370;2.38;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;SALIC;3;01/29/2017 20:08:24;356.2;365;15;Accepted;;;;T3
AU 3 Multichem;AU3;UREA;3;01/29/2017 20:08:24;22.43;22;1;Accepted;;;;T3
AU 3 Multichem;AU3;ALC;3;01/29/2017 12:10:31;1934.0;1925;100;Accepted;;;;T3
AU 3 Multichem;AU3;BICARB;3;01/29/2017 12:10:31;36.00;34.4;5;Accepted;;;;T3
AU 3 Multichem;AU3;C4;3;01/29/2017 12:10:31;0.360;0.38;0.02;Accepted;;;;T3
AU 3 Multichem;AU3;CA;3;01/29/2017 12:10:31;3.170;3.14;0.15;Accepted;;;;T3
AU 3 Multichem;AU3;CHOL;3;01/29/2017 12:10:31;6.930;6.84;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;CREAT;3;01/29/2017 12:10:31;478;469;20;Accepted;;;;T3
AU 3 Multichem;AU3;DBIL;3;01/29/2017 12:10:31;28.30;29;2;Accepted;;;;T3
AU 3 Multichem;AU3;GLU;3;01/29/2017 12:10:31;16.32;16.4;0.5;Accepted;;;;T3
AU 3 Multichem;AU3;IGA;3;01/29/2017 12:10:31;2.880;2.9;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;IGM;3;01/29/2017 12:10:31;1.200;1.21;0.05;Accepted;;;;T3
AU 3 Multichem;AU3;TBIL;3;01/29/2017 12:10:31;92.00;93.2;5;Accepted;;;;T3
AU 3 Multichem;AU3;TP;3;01/29/2017 12:10:31;86.48;86;2;Accepted;;;;T3
AU 3 Multichem;AU3;TRIG;3;01/29/2017 12:10:31;3.060;2.9;0.1;Accepted;4-1S fails (across runs) because results 3.060, 3.020, 3.030, and 3.060 are on the same side of the target and out of 1 SD (Target=2.900, SD=0.100);;;T3
AU 3 Multichem;AU3;URATE;3;01/29/2017 12:10:31;463.0;463;15;Accepted;;;;T3
AU 3 Multichem;AU3;CL;3;01/29/2017 12:10:26;109.0;106.5;3;Accepted;;;;T3
AU 3 Multichem;AU3;K;3;01/29/2017 12:10:26;6.610;6.67;0.2;Accepted;;;;T3
AU 3 Multichem;AU3;NA;3;01/29/2017 12:10:26;156.0;156;4;Accepted;;;;T3
AU 3 Multichem;AU3;ALB;3;01/29/2017 12:10:21;56.00;54.9;2;Accepted;;;;T3
AU 3 Multichem;AU3;ALT;3;01/29/2017 12:10:21;235.6;229;10;Accepted;;;;T3
AU 3 Multichem;AU3;CRP;3;01/29/2017 12:10:21;28.70;29.5;1;Accepted;;;;T3
AU 3 Multichem;AU3;HDL;3;01/29/2017 12:10:21;1.620;1.61;0.1;Accepted;;;;T3
AU 3 Multichem;AU3;ALB;3;01/29/2017 12:10:16;55.40;54.9;2;Accepted;;;;T3
AU 3 Multichem;AU3;ALP;3;01/29/2017 12:10:16;457.0;475;20;Accepted;;;;T3
AU 3 Multichem;AU3;ALT;3;01/29/2017 12:10:16;237.8;229;10;Accepted;;;;T3
AU 3 Multichem;AU3;AMY;3;01/29/2017 12:10:16;322.0;312;15;Accepted;;;;T3
AU 3 Multichem;AU3;AST;3;01/29/2017 12:10:16;267.8;269;10;Accepted;;;;T3
